Dis No,Locat,CountryCode,Lon,Lat
2004-0298-NPL,Okhaldhunga,NPL,86.41667,27.33333
2004-0298-NPL,Siraha,NPL,86.33333,26.75
2004-0298-NPL,Udayapur,IND,73.71346,24.58584
2004-0298-NPL,Pyuthan,NPL,82.83333,28.08333
2004-0298-NPL,Mid Western,NPL,82.31335,29.05977
2004-0298-NPL,Janakpur,NPL,85.92628,26.72882
2004-0054-PAK,Bisham Tehsil,PAK,73.12133,34.7867
2004-0054-PAK,Shangla,PAK,72.70139,34.68516
2004-0054-PAK,North-West Frontier,PAK,71.68611,33.98306
2004-0054-PAK,Batagram,PAK,73.02329,34.67719
2004-0054-PAK,Mansehra,PAK,73.19679,34.33023
2004-0054-PAK,Kohistan,PAK,73.22684,35.27377
2004-0054-PAK,North-West Frontier,PAK,71.68611,33.98306
2004-0087-PHL,Davao del Norte,PHL,125.81543,7.45099
2004-0087-PHL,Agusan del Sur,PHL,125.83333,8.5
2004-0087-PHL,Agusan del Norte,PHL,125.57098,8.9936
2004-0087-PHL,Surigao Del Sur,PHL,126.12854,8.80908
2004-0580-PHL,Mindoro Occidental,PHL,120.91667,13
2004-0580-PHL,Bicol,PHL,123.56389,13.31389
2004-0132-TUR,Erzurum,TUR,41.5,40
2004-0102-TUR,Erzurum,TUR,41.5,40
2004-0102-TUR,Icel,TUR,34.65088,36.86204
2004-0102-TUR,Ardahan,TUR,42.83333,41.08333
2004-0102-TUR,Konya,TUR,32.5,38.16667
2004-0354-VNM,Yen Minh,VNM,105.17865,23.06992
2004-0659-MDV,Baa,MDV,72.97312,4.89104
2004-0659-MDV,Noonu,MDV,73.38873,5.96486
2004-0659-MYS,Pulau Pinang,MYS,100.25848,5.37677
2004-0659-THA,Krabi,THA,99.00859,8.19793
2004-0659-THA,Phangnga,THA,98.41667,8.63333
2004-0659-THA,Phuket,THA,98.35098,7.97152
2004-0659-THA,Ranong,THA,98.75,10.1
2004-0735-VNM,Giang,VNM,104.98357,22.82333
2004-0735-VNM,Kien Giang,VNM,105.16667,10
2004-0309-PHL,Cagayan,PHL,121.73333,17.65667
2004-0309-PHL,Cagayan,PHL,121.73333,17.65667
2004-0309-PHL,Ilocos Norte,PHL,120.75,18.16667
2004-0309-PHL,Ilocos,PHL,120.52083,16.97917
2004-0309-PHL,IX,PHL,123.13477,7.89603
2004-0309-PHL,Zamboanga Peninsula,PHL,123.13477,7.89603
2004-0309-PHL,Northern Mindanao,PHL,125.22669,8.5262
2004-0309-PHL,Davao,PHL,125.92499,7.54734
2004-0309-PHL,Caraga,PHL,125.74167,9
2004-0600-TUR,Istanbul,TUR,28.94966,41.01384
2004-0600-TUR,Ankara,TUR,32.85403,39.92063
2004-0535-TWN,Taipei,TWN,121.53185,25.04776
2004-0535-TWN,Taiwan,TWN,121,24
2004-0010-TUR,Istanbul,TUR,28.94966,41.01384
2004-0010-TUR,Ankara,TUR,32.85403,39.92063
2004-0010-TUR,Kayseri,TUR,35.49683,38.73695
2004-0010-TUR,Izmir,TUR,27.09229,38.46219
2004-0010-TUR,Bursa,TUR,29.08333,40.16667
2004-0010-TUR,Erzurum,TUR,41.5,40
2004-0659-MMR,Kawthoung,MMR,98.577,10.42056
2004-0050-MYS,Kuching,MYS,110.33333,1.55
2004-0050-MYS,Sibu,MYS,111.81667,2.3
2004-0050-MYS,Samarahan,MYS,110.75,1.25
2004-0050-MYS,Sarawak,MYS,113.5,2.5
2004-0050-MYS,Johor Baru,MYS,103.6,1.65
2004-0050-MYS,Kota Tinggi,MYS,103.96667,1.81667
2004-0119-MYS,Johor,MYS,103.5,2
2004-0635-MYS,Pahang,TUR,31.90215,36.76984
2004-0635-MYS,Kuantan,MYS,103.326,3.8077
2004-0635-MYS,Kota Bharu,MYS,102.24333,6.12361
2004-0635-MYS,Kuala Krai,MYS,102.19925,5.5313
2004-0635-MYS,Kelantan,MYS,102,5.33333
2004-0635-MYS,Hulu Terengganu,MYS,103.0452,5.0748
2004-0403-MYS,Kedah,MYS,100.66667,6
2004-0298-PAK,Jammu,IND,75.40781,33.5329
2004-0298-PAK,Kashmir,PAK,73.9104,33.94718
2004-0734-PAK,Sialkot,PAK,74.53134,32.49268
2004-0734-PAK,Punjab,PAK,72.31667,30.85
2004-0725-PAK,Karachi,PAK,67.04632,24.91911
2004-0267-PHL,Leyte,USA,-85.0241,33.02596
2004-0267-PHL,Eastern Visayas,PHL,124.96204,11.51649
2004-0311-PHL,Alamada,PHL,124.6,7.48333
2004-0311-PHL,North Cotabato,PHL,125.08333,7.01667
2004-0634-PHL,Camarines Sur,PHL,123.33333,13.66667
2004-0634-PHL,Bicol,PHL,123.56389,13.31389
2004-0618-PHL,Bicol,PHL,123.56389,13.31389
2004-0673-PHL,Bagio city,PHL,120.6,16.41667
2004-0381-PRK,Yanggang,PRK,128.2,41.2
2004-0441-THA,Prachantakham,THA,101.5744,14.22813
2004-0441-THA,Satuk,THA,103.33006,15.22699
2004-0441-THA,Buriram,THA,102.99332,14.84823
2004-0441-THA,Chiang Rai,THA,99.91667,19.91667
2004-0441-THA,Yasothon,THA,104.28333,15.85
2004-0441-THA,Roi Et,THA,103.75,15.75
2004-0635-THA,Muang Nakhon Si,THA,99.98537,8.44013
2004-0547-THA,Muang Krabi,THA,98.86661,8.15947
2004-0274-TUR,Sünlü,TUR,33.03767,40.18901
2004-0274-TUR,Ankara,TUR,32.85403,39.92063
2004-0127-TUR,Karabiyik,TUR,36.32944,36.71278
2004-0127-TUR,Askale,TUR,40.68718,39.93082
2004-0127-TUR,Erzurum,TUR,41.5,40
2004-0308-TUR,Agri,TUR,43.16667,39.66667
2004-0424-TUR,Istanbul,TUR,28.94966,41.01384
2004-0209-TUR,Hatay,TUR,36.25,36.5
2004-0515-TUR,Agri,TUR,43.16667,39.66667
2004-0515-TUR,Ankara,TUR,32.85403,39.92063
2004-0515-TUR,Van,TUR,43.71779,38.40736
2004-0515-TUR,Sivas,TUR,37.00195,39.79165
2004-0515-TUR,Sanliurfa,TUR,38.78174,37.21283
2004-0026-TUR,Afyon,TUR,30.66667,38.75
2004-0026-TUR,Agri,TUR,43.16667,39.66667
2004-0026-TUR,Aksaray,TUR,34.0142,38.36503
2004-0026-TUR,Amasya,TUR,35.8867,40.72619
2004-0026-TUR,Ankara,TUR,32.85403,39.92063
2004-0026-TUR,Antalya,TUR,31.90215,36.76984
2004-0026-TUR,Ardahan,TUR,42.83333,41.08333
2004-0026-TUR,Artvin,TUR,41.83333,41.16667
2004-0026-TUR,Bilecik,TUR,30.16667,40
2004-0026-TUR,Bolu,TUR,31.58216,40.64131
2004-0026-TUR,Canakkale,TUR,26.83333,40.08333
2004-0026-TUR,Cankiri,TUR,33.41667,40.66667
2004-0026-TUR,Denizli,TUR,29.06982,37.84016
2004-0026-TUR,Diyarbakir,TUR,40.23193,37.96152
2004-0026-TUR,Edirne,TUR,26.66667,41.25
2004-0026-TUR,Erzurum,TUR,41.5,40
2004-0026-TUR,Eskisehir,TUR,31.16667,39.66667
2004-0026-TUR,Gaziantep,TUR,37.33333,37.08333
2004-0026-TUR,Isparta,TUR,31,38
2004-0026-TUR,Istanbul,TUR,28.94966,41.01384
2004-0026-TUR,Izmir,TUR,27.09229,38.46219
2004-0026-TUR,Karabuk,TUR,32.5,41.25
2004-0026-TUR,Kastamonu,TUR,33.66667,41.5
2004-0026-TUR,Kayseri,TUR,35.49683,38.73695
2004-0026-TUR,Kilis,TUR,37.14,36.73
2004-0026-TUR,Kirikkale,TUR,33.75,39.83333
2004-0026-TUR,Kirklareli,TUR,27.5,41.66667
2004-0026-TUR,Kirsehir,TUR,34.16667,39.33333
2004-0026-TUR,Kocaeli,TUR,29.91667,40.91667
2004-0026-TUR,Konya,TUR,32.5,38.16667
2004-0026-TUR,Samsun,TUR,36.33333,41.25
2004-0026-TUR,Sanliurfa,TUR,38.78174,37.21283
2004-0026-TUR,Sirnak,TUR,42.5,37.5
2004-0026-TUR,Sivas,TUR,37.00195,39.79165
2004-0026-TUR,Tekirdag,TUR,27.5,41
2004-0026-TUR,Tunceli,TUR,39.54749,39.10711
2004-0618-TWN,Taiwan,TWN,121,24
2004-0328-VNM,La,CAN,-70.15268,47.654
2004-0515-VNM,Tra Vinh,VNM,106.3,9.8
2004-0515-VNM,Hanoi,VNM,105.75,21
2005-0079-PAK,Jaffarabad,PAK,73.76303,32.63893
2005-0079-PAK,Lasbela,PAK,66.6033,25.78634
2005-0079-PAK,Quetta,PAK,64.30047,29.38287
2005-0079-PAK,Balochistan,PAK,65.64355,28.47849
2005-0079-PAK,Abbottabad,PAK,73.21168,34.1463
2005-0079-PAK,Malakand,PAK,72.26194,35.64194
2005-0079-PAK,Mansehra,PAK,73.19679,34.33023
2005-0079-PAK,Chitral,PAK,71.8847,34.53635
2005-0079-PAK,North-West Frontier,PAK,71.68611,33.98306
2005-0079-PAK,Jammu,IND,75.40781,33.5329
2005-0028-SAU,Madinah,YEM,44.17846,15.4853
2005-0170-PAK,Balochistan,PAK,65.64355,28.47849
2005-0228-SAU,Asir,SAU,42.95,19.15
2005-0228-SAU,Makkah,SAU,41.20422,21.62425
2005-0044-PAK,North Waziristan Agency,PAK,69.95764,32.95087
2005-0045-TUR,Artvin,TUR,41.83333,41.16667
2005-0045-TUR,Bartin,TUR,32.5,41.58333
2005-0045-TUR,Bolu,TUR,31.58216,40.64131
2005-0045-TUR,Giresun,TUR,38.5,40.5
2005-0045-TUR,Istanbul,TUR,28.94966,41.01384
2005-0045-TUR,Kastamonu,TUR,33.66667,41.5
2005-0045-TUR,Kirklareli,TUR,27.5,41.66667
2005-0192-PAK,Balochistan,PAK,65.64355,28.47849
2005-0120-PHL,Leyte,USA,-85.0241,33.02596
2005-0120-PHL,Eastern Visayas,PHL,124.96204,11.51649
2005-0070-TUR,Batman,TUR,41.33333,38
2005-0070-TUR,Siirt,TUR,41.9458,37.96152
2005-0126-TUR,Bingol,TUR,40.83333,39.08333
2005-0119-TUR,Koyulhisar,TUR,37.83311,40.30113
2005-0119-TUR,Sivas,TUR,37.00195,39.79165
2005-0116-UZB,Boymurod,UZB,66.45777,41.14131
2005-0116-UZB,Navoiy,UZB,64,42
2005-0116-UZB,Navoiy,UZB,64,42
2005-0061-TLS,Dili,TLS,125.66667,-8.55
2005-0061-TLS,Baucau,TLS,126.475,-8.54167
2005-0575-AFG,Nangarhar,AFG,70.41667,34.33333
2005-0686-AFG,Laghman,AFG,70.18333,34.78333
2005-0686-AFG,Nangarhar,AFG,70.41667,34.33333
2005-0281-AFG,Farah,AFG,62.5,32.5
2005-0281-AFG,Ghor,AFG,65,34
2005-0281-AFG,Ghor,AFG,65,34
2005-0322-AFG,Badakhstan,AFG,72,36.75
2005-0322-AFG,Faryab,AFG,64.83333,36.25
2005-0322-AFG,Nangarhar,AFG,70.41667,34.33333
2005-0322-AFG,Jawzjan,AFG,65.83333,36.83333
2005-0322-AFG,Kapisa,AFG,69.58333,35
2005-0322-AFG,Kunar,AFG,71.13333,34.95
2005-0322-AFG,Bamyan,AFG,67.25,34.75
2005-0360-AFG,Nangarhar,AFG,70.41667,34.33333
2005-0360-AFG,Lalpur,IND,79.06847,26.83911
2005-0360-AFG,Nangarhar,AFG,70.41667,34.33333
2005-0521-AFG,Ghaziabad,IND,77.45819,28.69537
2005-0521-AFG,Kunar,AFG,71.13333,34.95
2005-0725-AFG,Balkh,AFG,67,36.75
2005-0736-AFG,Balkh,AFG,67,36.75
2006-0068-AFG,Badakhshan,AFG,72,36.75
2006-0221-AFG,Faryab,AFG,64.83333,36.25
2006-0221-AFG,Baghlan,AFG,69,35.75
2006-0221-AFG,Kohestanat,AFG,65.86667,35.81667
2006-0424-AFG,Nangarhar,AFG,70.41667,34.33333
2006-0271-AFG,Ghor,AFG,65,34
2006-0271-AFG,Farkhar,TJK,69.40356,37.49219
2006-0271-AFG,Takhar,AFG,69.75,36.66667
2005-0419-CHN,Shanghai Shi,CHN,121.41667,31.16667
2005-0419-CHN,Jiangsu Sheng,CHN,119.83333,33
2005-0419-CHN,Shandong Sheng,CHN,118.25,36.33333
2005-0419-CHN,Anhui Sheng,CHN,117.16667,31.91667
2005-0510-CHN,Jiangsu Sheng,CHN,119.83333,33
2005-0409-IND,Gujarat,IND,71.75,23
2005-0409-IND,Madhya Pradesh,IND,78.5,23.5
2005-0409-IND,Maharashtra,IND,76,19.5
2005-0409-IND,Goa,IND,74.08333,15.33333
2005-0409-IND,Orissa,IND,84.41667,20.5
2005-0409-IND,Karnataka,IND,75.83333,14.66667
2005-0409-IND,Himachal Pradesh,IND,77.25,31.91667
2005-0409-IND,Jammu,IND,75.40781,33.5329
2005-0409-IND,Kashmir,PAK,73.9104,33.94718
2005-0492-CHN,Anhui Sheng,CHN,117.16667,31.91667
2005-0492-CHN,Zhejiang Sheng,CHN,120,29.16667
2005-0492-CHN,Fujian Sheng,CHN,118,26.25
2005-0492-CHN,Jiangxi Sheng,CHN,115.66667,27.66667
2005-0492-CHN,Hubei,CHN,112.25,31
2005-0565-CHN,Guangdong Sheng,CHN,113.25,23.5
2005-9745-CHN,Guangdong Sheng,CHN,113.25,23.5
2005-0575-IND,Jammu,IND,75.40781,33.5329
2005-0334-CHN,Dazhou,CHN,118.28067,26.58635
2005-0334-CHN,Bazhong,CHN,106.64684,31.7395
2005-0334-CHN,Yibin,CHN,104.63994,28.7593
2005-0334-CHN,Luzhou,CHN,105.42575,28.8903
2005-0334-CHN,Sichuan Sheng,CHN,102.66667,30.5
2005-0344-CHN,Chongzuo,CHN,107.36921,22.57165
2005-0344-CHN,Guangxi Zhuangzu Zizhiqu,CHN,109,24
2005-0344-CHN,Wuzhou,CHN,111.31667,23.48333
2005-0344-CHN,Changzhou,CHN,119.95401,31.77359
2005-0344-CHN,Guangxi Zhuangzu Zizhiqu,CHN,109,24
2005-0344-CHN,Yongfu,CHN,122.14095,37.06088
2005-0344-CHN,Yangshuo,CHN,110.48967,24.78081
2005-0344-CHN,Guilin,CHN,110.28639,25.28194
2005-0344-CHN,Guangxi Zhuangzu Zizhiqu,CHN,109,24
2005-0344-CHN,Guangxi Zhuangzu Zizhiqu,CHN,109,24
2005-0344-CHN,Guizhou Sheng,CHN,107,27
2005-0344-CHN,Guizhou,CHN,107,27
2005-0344-CHN,Songtao Miao Zizhixian,CHN,109.195,28.17
2005-0344-CHN,Tongren,CHN,109.18528,27.71722
2005-0344-CHN,Guizhou Sheng,CHN,107,27
2005-0344-CHN,Liuzhou,CHN,109.391,24.2075
2005-0344-CHN,Hechi,CHN,108.04024,24.69537
2005-0344-CHN,Hezhou,CHN,111.56675,24.40357
2005-0344-CHN,Heyuan,CHN,114.68333,23.73333
2005-0344-CHN,Shaoguan,CHN,113.58333,24.8
2005-0344-CHN,Huizhou,CHN,114.41523,23.11147
2005-0344-CHN,Zhaoqing,CHN,112.46091,23.04893
2005-0344-CHN,Foshan,CHN,112.96302,23.02264
2005-0344-CHN,Guangdong,CHN,113.25,23.5
2005-0344-CHN,Fujian Sheng,CHN,118,26.25
2005-0344-CHN,Jiangxi Sheng,CHN,115.66667,27.66667
2005-0344-CHN,Hunan Sheng,CHN,111.75,27.66667
2005-0474-CHN,Xiangfan,CHN,112.12132,32.00429
2005-0474-CHN,Suizhou,CHN,113.36306,31.71111
2005-0474-CHN,Hubei,CHN,112.25,31
2005-0730-CHN,Fujian Sheng,CHN,118,26.25
2005-0730-CHN,Ningde,CHN,119.52278,26.66167
2005-0730-CHN,Fuzhou,CHN,119.30611,26.06139
2005-0730-CHN,Fujian Sheng,CHN,118,26.25
2005-0589-IDN,Aceh Tenggara,IDN,97.7,3.36667
2005-0589-IDN,Nangroe Aceh Darussalam,IDN,97,4
2005-0589-IDN,Tirtoyudo,IDN,112.8295,-8.2444
2005-0589-IDN,Sumbermanjing Wetan,IDN,112.708,-8.3176
2005-0589-IDN,Dampit,IDN,112.74934,-8.21162
2005-0589-IDN,Ampilgading,IDN,112.891,-8.2411
2005-0589-IDN,Malang,IDN,112.66667,-8.16667
2005-0718-IDN,Arjasa,IDN,113.7566,-8.1062
2005-0718-IDN,Kaliwates,IDN,113.6752,-8.1816
2005-0718-IDN,Wuluhan,IDN,113.5478,-8.3428
2005-0471-IND,Azamgarh,IND,83,26
2005-0471-IND,Uttar Pradesh,IND,80.75,27.25
2005-0314-IND,Mokokchung,IND,94.51675,26.31393
2005-0375-IND,Yingkiong,IND,95.04753,28.61037
2005-0375-IND,Arunachal Pradesh,IND,93.37,27.06
2005-0375-IND,East Kameng,IND,93.05,27.3
2005-0375-IND,Arunachal Pradesh,IND,93.37,27.06
2005-0375-IND,Arunachal Pradesh,IND,93.37,27.06
2005-0375-IND,Dibrugarh,IND,95,27.5
2005-0375-IND,Sonitpur,IND,92.96425,26.76748
2005-0375-IND,Sibsagar,IND,94.65546,26.91636
2005-0375-IND,Dhemaji,IND,94.7942,27.6091
2005-0375-IND,Tinsukia,IND,95.6,27.6
2005-0375-IND,Lakhimpur,IND,94.25,27.35
2005-0375-IND,Jorhat,IND,94.26,26.8
2005-0375-IND,Morigaon,IND,92.34238,26.25213
2005-0375-IND,Assam,IND,93,26
2005-0375-IND,Bahraich,IND,81.51855,27.80021
2005-0375-IND,Shravasti,IND,82.0047,27.50746
2005-0375-IND,Ballia,IND,84.16667,25.83333
2005-0375-IND,Lakhimpur Kheri,IND,80.57794,28.46737
2005-0375-IND,Kanpur,IND,80.21578,26.38052
2005-0375-IND,Varanasi,IND,83,25.33333
2005-0375-IND,Mainpuri,IND,79,27.16667
2005-0375-IND,Uttar Pradesh,IND,80.75,27.25
2005-0375-IND,Haridwar,IND,78.07459,29.96967
2005-0375-IND,Muzaffarpur,IND,85.41667,26.16667
2005-0375-IND,Bihar,ETH,37.39077,11.59364
2005-0375-IND,Birbhum,IND,87.58333,24
2005-0375-IND,West Bengal,IND,88,24
2005-0539-IND,Himachal Pradesh,IND,77.25,31.91667
2005-0539-IND,Uttar Pradesh,IND,80.75,27.25
2005-0539-IND,Uttarakhand,IND,79.25,30.25
2005-0261-BGD,Habiganj,BGD,91.41667,24.43333
2005-0505-CHN,Yiliang Xian,CHN,103.14789,24.91379
2005-0505-CHN,Yunnan,CHN,101.5,25
2005-0354-IND,Yavatmal,IND,78.35,20.15
2005-0354-IND,Maharashtra,IND,76,19.5
2005-0361-IND,Yangthang,IND,88.23878,27.28364
2005-0361-IND,Karcham,IND,78.17563,31.50089
2005-0361-IND,Kinnaur,IND,78.41667,31.58333
2005-0361-IND,Himachal Pradesh,IND,77.25,31.91667
2005-0361-IND,Rampur Bushahr,IND,77.63087,31.44943
2005-0361-IND,Shimla,IND,77.58333,31.16667
2005-0361-IND,Himachal Pradesh,IND,77.25,31.91667
2005-0361-IND,Bilaspur,IND,82.13333,22.38333
2005-0361-IND,Mandi,IND,77,31.75
2005-0361-IND,Himachal Pradesh,IND,77.25,31.91667
2005-0504-IND,Karnataka,IND,75.83333,14.66667
2005-0504-IND,Andhra Pradesh,IND,79.75,15.83333
2005-0541-IND,Baleshwar,IND,86.75,21.5
2005-0541-IND,Bhadrak,IND,86.6,21
2005-0541-IND,Jajpur,IND,86.31237,20.84149
2005-0541-IND,Nagpur,IND,79.10748,21.14911
2005-0541-IND,Maharashtra,IND,76,19.5
2005-0541-IND,Katni,IND,80.39417,23.83555
2005-0541-IND,Jabalpur,IND,79.95,23.16
2005-0541-IND,Madhya Pradesh,IND,78.5,23.5
2005-0603-IND,Surat,IND,72.81189,21.17801
2005-0603-IND,Vadodara,IND,73.12,22.18
2005-0603-IND,Bhavnagar,IND,71.83333,21.66667
2005-0603-IND,Narmada,IND,73.49527,21.87377
2005-0603-IND,Gujarat,IND,71.75,23
2005-0311-CHN,Liaoning Sheng,CHN,122.66667,41.25
2005-0312-CHN,Beijing,CHN,116.39706,39.91691
2005-0395-CHN,Jiangsu Sheng,CHN,119.83333,33
2005-0395-CHN,Anhui Sheng,CHN,117.16667,31.91667
2005-0395-CHN,Shandong Sheng,CHN,118.25,36.33333
2005-0395-CHN,Sichuan Sheng,CHN,102.66667,30.5
2005-0395-CHN,Hunan Sheng,CHN,111.75,27.66667
2005-0395-CHN,Guizhou Sheng,CHN,107,27
2005-0540-CHN,Hainan Sheng,CHN,109.75,19.25
2005-0540-CHN,Guangdong Sheng,CHN,113.25,23.5
2005-0540-CHN,Guangxi Zhuangzu Zizhiqu,CHN,109,24
2005-0381-CHN,Wenzhou,CHN,120.66682,27.99942
2005-0381-CHN,Zhejiang Sheng,CHN,120,29.16667
2005-0757-AFG,Badakhshan,AFG,72,36.75
2005-0326-AFG,Kabul,AFG,69.41667,34.5
2005-0326-AFG,Kandahar,AFG,65.75,31
2005-0326-AFG,Herat,AFG,62,34.5
2005-0326-AFG,Badakhsthan,AFG,72,36.75
2005-0326-AFG,Konduz,AFG,68.75,36.75
2005-0326-AFG,Baghlan,AFG,69,35.75
2005-0326-AFG,Nimruz,AFG,62.5,31
2005-0326-AFG,Nangarha,AFG,70.41667,34.33333
2005-0326-AFG,Jowzjan,AFG,65.83333,36.83333
2005-0590-BGD,Joypurhat,BGD,89.1,25.08333
2005-0590-BGD,Nilphamari,BGD,88.95,25.96667
2005-0590-BGD,Dinajpur,IND,88.126,25.614
2005-0590-BGD,Rangpur,BGD,89,25.83333
2005-0375-BGD,Lalmonirhat,BGD,89.25,26
2005-0375-BGD,Rangpur,BGD,89,25.83333
2005-0375-BGD,Nilphamari,BGD,88.95,25.96667
2005-0375-BGD,Rangpur,BGD,89,25.83333
2005-0375-BGD,Sherpur,IND,84.41142,27.28299
2005-0375-BGD,Jamalpur,BGD,89.83333,25
2005-0375-BGD,Dhaka,BGD,90.25,23.83333
2005-0375-BGD,Narayanganj,BGD,90.58333,23.75
2005-0375-BGD,Madaripur,BGD,90.2,23.25
2005-0375-BGD,Bogra,BGD,89.35,24.78333
2005-0323-BGD,Barisal,BGD,90.33333,22.5
2005-0323-BGD,Chittagong,BGD,91.5,22.91667
2005-0323-BGD,Dhaka,BGD,90.25,23.83333
2005-0323-BGD,Khulna,BGD,89.33333,22.91667
2005-0323-BGD,Rajshahi,BGD,89,25
2005-0323-BGD,Rangpur,BGD,89,25.83333
2005-0701-BGD,Chittagong,BGD,91.5,22.91667
2005-0701-BGD,Jessore,BGD,89.16667,23.08333
2005-0701-BGD,Rajshahi,BGD,89,25
2005-0701-BGD,Pabna,BGD,89.33533,24.00633
2005-0701-BGD,Rangpur,BGD,89,25.83333
2005-0259-BGD,Bazar,KAZ,82.31473,47.92632
2005-0273-BGD,Pabna,BGD,89.33533,24.00633
2005-0282-BGD,Rangpur,BGD,89,25.83333
2005-0391-BGD,Bazar,KAZ,82.31473,47.92632
2005-0537-BGD,Barisal,BGD,90.33333,22.5
2005-0537-BGD,Chittagong,BGD,91.5,22.91667
2005-0537-BGD,Khulna,BGD,89.33333,22.91667
2005-0413-CHN,Anhui Sheng,CHN,117.16667,31.91667
2005-0651-CHN,Jiujiang,CHN,116.00206,29.70475
2005-0651-CHN,Jiangxi Sheng,CHN,115.66667,27.66667
2005-0740-CHN,Qujing,CHN,103.78333,25.48333
2005-0740-CHN,Yunnan Sheng,CHN,101.5,25
2005-0307-CHN,Mudanjiang,CHN,129.6,44.58333
2005-0307-CHN,Heilongjiang Sheng,CHN,128,47.75
2005-0729-CHN,Dingxi,TWN,120.46878,23.73334
2005-0729-CHN,Gansu Sheng,CHN,102.75,37.75
2005-0475-CHN,Fushun,CHN,123.94363,41.88669
2005-0475-CHN,Shenyang,CHN,123.43278,41.79222
2005-0475-CHN,Benxi,CHN,123.765,41.28861
2005-0475-CHN,Jinzhou,CHN,121.58913,39.04425
2005-0475-CHN,Chaoyang,CHN,111.03074,29.33515
2005-0475-CHN,Liaoning Sheng,CHN,122.66667,41.25
2005-0592-CHN,Hubei,CHN,112.25,31
2005-0592-CHN,Hanzhong,CHN,107.02214,33.07507
2005-0592-CHN,Shaanxi,CHN,109,36
2005-0600-CHN,Weinan,CHN,109.50891,34.50355
2005-0600-CHN,Shaanxi,CHN,109,36
2005-0600-CHN,Sheng,CHN,113.25,23.5
2005-0600-CHN,Hubei,CHN,112.25,31
2005-0751-CHN,Jilin,CHN,126.16667,43.58333
2005-0751-CHN,Jilin Sheng,CHN,126.16667,43.58333
2005-0751-CHN,Hegang,CHN,130.30012,47.35118
2005-0751-CHN,Yichun,CHN,128.87529,47.72143
2005-0751-CHN,Daqing,CHN,125,46.58333
2005-0751-CHN,Qiqihar,CHN,123.96045,47.34088
2005-0751-CHN,Harbin,CHN,126.65,45.75
2005-0751-CHN,Heilongjiang Sheng,CHN,128,47.75
2005-0339-CHN,Shanghai,CHN,121.45806,31.22222
2005-0339-CHN,Shanghai Shi,CHN,121.41667,31.16667
2005-0411-CHN,Sichuan,CHN,102.66667,30.5
2005-0411-CHN,Guangdong,CHN,113.25,23.5
2005-0411-CHN,Hainan,CHN,109.7,19.2
2005-0411-CHN,Jiangsu,CHN,119.83333,33
2005-9746-CHN,Hunan Sheng,CHN,111.75,27.66667
2005-9746-CHN,Guizhou Sheng,CHN,107,27
2005-0274-CHN,Qinghai Sheng,CHN,96,36
2005-0487-IDN,Kota Padang,IDN,100.45,-0.98333
2005-0487-IDN,Sumatera Barat,IDN,100.5,-1
2005-0430-IDN,Sanggau,IDN,110.45,0.25472
2005-0430-IDN,Ketapang,IDN,113.2806,-6.8958
2005-0430-IDN,Kalimatan Barat,IDN,110.5,0
2005-0430-IDN,Katingan,IDN,113.4,-2.06667
2005-0430-IDN,Kalimantan Tengah,IDN,113.5,-2
2005-0430-IDN,Kalimantan Selatan,IDN,115.5,-2.5
2005-0430-IDN,Sumatra,IDN,102,0
2005-0374-IDN,Java,IDN,110.00444,-7.49167
2005-0374-IDN,DKI Jakarta,IDN,106.8584,-6.2182
2005-0374-IDN,Sumatra,IDN,102,0
2005-0374-IDN,North and South,USA,-88.05535,41.88975
2005-0374-IDN,Aceh,IDN,97,4
2005-0374-IDN,Riau,IDN,101.749,0.5005
2005-0374-IDN,Madura Isl,IDN,113.33333,-7
2005-0335-IND,Surat,IND,72.81189,21.17801
2005-0335-IND,Navsari,IND,72.92,20.95
2005-0335-IND,Bharuch,IND,73,21.75
2005-0335-IND,Vadodara,IND,73.12,22.18
2005-0335-IND,Surendranagar,IND,71.66667,22.75
2005-0335-IND,Ahmedabad,IND,72.58,23.03
2005-0335-IND,Amreli,IND,71.18323,21.50789
2005-0335-IND,Bhavnagar,IND,71.83333,21.66667
2005-0335-IND,Junagadh,IND,70.33333,21.25
2005-0335-IND,Rajkot,IND,70.83333,22.33333
2005-0335-IND,Narmada,IND,73.49527,21.87377
2005-0335-IND,Jamnagar,IND,70,22.25
2005-0335-IND,Gandhinagar,IND,72.64984,23.21484
2005-0335-IND,Sabarkantha,IND,73.00197,23.62974
2005-0335-IND,Gujarat,IND,71.75,23
2005-0398-IND,Jabalpur,IND,79.95,23.16
2005-0398-IND,Katni,IND,80.39417,23.83555
2005-0398-IND,Narsinghpur,IND,85.07529,20.46272
2005-0398-IND,Madhya Pradesh,IND,78.5,23.5
2005-0399-IND,Adilabad,IND,78.5,19.5
2005-0399-IND,Hyderabad,PAK,68.04064,25.31426
2005-0399-IND,Medak,IND,78.25,17.75
2005-0399-IND,Nalgonda,IND,79.5,17.16667
2005-0399-IND,Rangareddi,IND,78.16844,17.27883
2005-0399-IND,Warangal,IND,79.83333,18
2005-0399-IND,East Godavari,IND,81.83333,17.83333
2005-0399-IND,Guntur,IND,80.25,16.41667
2005-0399-IND,Vishakhapatnam,IND,83.26667,17.73333
2005-0399-IND,Vizianagaram,IND,83.37677,18.41102
2005-0399-IND,West Godavari,IND,81.16667,17
2005-0399-IND,Andhra Pradesh,IND,79.75,15.83333
